date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease,policy
3/4/2020,NC,,,0,,,,,0,,,,0,,,,,,1,,0,0,,,,,,,,0,,0,,,,,,0,,0,0
3/5/2020,NC,,,0,,,,,0,,,,0,,,,,,1,,0,0,,,,,,,,0,,0,,,,,,0,,0,0
3/6/2020,NC,,,0,,,,,0,,,,0,,,,,,2,,1,0,,,,,,,,0,,0,,,,,,0,,0,0
3/7/2020,NC,,,0,,,,,0,,,,0,,,,,,2,,0,0,,,,,,,,0,,0,,,,,,0,,0,0
3/8/2020,NC,,,0,,,,,0,,,,0,,,,,,2,,0,0,,,,,,,,0,,0,,,,,,0,,0,0
3/9/2020,NC,,,0,,,,,0,,,,0,,,,,,2,,0,0,,,,,,,,0,,0,,,,,,0,,0,0
3/10/2020,NC,,,0,,,,,0,,,,0,,,,,,7,,5,0,,,,,,,,0,,0,,,,,,0,,0,0
3/11/2020,NC,,,0,,,,,0,,,,0,,,,,,7,,0,0,,,,,,,,0,,0,,,,,,0,,0,0
3/12/2020,NC,,,0,,,,,0,,,,0,,,,,,12,,5,0,,,,,,,,0,,0,,,,,,0,,0,0
3/13/2020,NC,,,0,,,,,0,,,,0,,,,,,15,,3,0,,,,,,,,0,,0,,,,,,0,,0,0
3/14/2020,NC,,,0,,,,,0,,,,0,,,,,,23,,8,0,,,,,,,,0,,0,,,,,,0,,0,0
3/15/2020,NC,,,0,,,,,0,,,,0,,,,,,32,,9,0,,,,,,,,0,,0,,,,,,0,,0,0
3/16/2020,NC,0,,0,,,,,0,,,,0,,,,,,33,,1,0,,,,,,,,0,,0,,,,,,0,,0,0
3/17/2020,NC,0,,0,,,,,0,,,,0,,,,,,40,,7,0,,,,,,,,0,936,936,,,,,,0,936,936,0
3/18/2020,NC,0,,0,,,,,0,,,,0,,,,,,63,,23,0,,,,,,,,0,1231,295,,,,,,0,1231,295,0
3/19/2020,NC,0,,0,,,,,0,,,,0,,,,,,97,,34,0,,,,,,,,0,1436,205,,,,,,0,1436,205,0
3/20/2020,NC,0,,0,,,,,0,,,,0,,,,,,137,,40,0,,,,,,,,0,3132,1696,,,,,,0,3132,1696,0
3/21/2020,NC,0,,0,,,,,0,,,,0,,,,,,184,,47,0,,,,,,,,0,4075,943,,,,,,0,4075,943,0
3/22/2020,NC,0,,0,,,,,0,,,,0,,,,,,255,,71,0,,,,,,,,0,6267,2192,,,,,,0,6267,2192,0
3/23/2020,NC,0,,0,,,,,0,,,,0,,,,,,297,,42,0,,,,,,,,0,7656,1389,,,,,,0,7656,1389,0
3/24/2020,NC,0,,0,,,,,0,,,,0,,,,,,398,,101,0,,,,,,,,0,9819,2163,,,,,,0,9819,2163,0
3/25/2020,NC,1,,1,,,,29,0,,,,0,,,,,,504,,106,0,,,,,,,,0,10348,529,,,,,,0,10348,529,0
3/26/2020,NC,2,,1,,,,29,0,,,,0,,,,,,636,,132,0,,,,,,,,0,12794,2446,,,,,,0,12794,2446,0
3/27/2020,NC,3,,1,,,,77,0,,,,0,,,,,,763,,127,0,,,,,,,,0,15587,2793,,,,,,0,15587,2793,0
3/28/2020,NC,4,,1,,,,87,0,,,,0,,,,,,935,,172,0,,,,,,,,0,18254,2667,,,,,,0,18254,2667,0
3/29/2020,NC,4,,0,,,,91,0,,,,0,,,,,,1040,,105,0,,,,,,,,0,21164,2910,,,,,,0,21164,2910,0
3/30/2020,NC,6,,2,,,,137,0,,,,0,,,,,,1307,,267,0,,,,,,,,0,22802,1638,,,,,,0,22802,1638,1
3/31/2020,NC,8,,2,,,,157,0,,,,0,,,,,,1498,,191,0,,,,,,,,0,24884,2082,,,,,,0,24884,2082,1
4/1/2020,NC,10,,2,,,,204,0,,,,0,,,,,,1584,,86,0,,,,,,,,0,27671,2787,,,,,,0,27671,2787,1
4/2/2020,NC,16,,6,,,,184,0,,,,0,,,,,,1857,,273,0,,,,,,,,0,31106,3435,,,,,,0,31106,3435,1
4/3/2020,NC,19,,3,,,,184,0,,,,0,,,,,,2093,,236,0,,,,,,,,0,33989,2883,,,,,,0,33989,2883,1
4/4/2020,NC,24,,5,,,,271,0,,,,0,,,,,,2402,,309,0,,,,,,,,0,37393,3404,,,,,,0,37393,3404,1
4/5/2020,NC,31,,7,,,,261,0,,,,0,,,,,,2585,,183,0,,,,,,,,0,45022,7629,,,,,,0,45022,7629,1
4/6/2020,NC,33,,2,,,,270,0,,,,0,,,,,,2870,,285,0,,,,,,,,0,46365,1343,,,,,,0,46365,1343,1
4/7/2020,NC,46,,13,,,,354,0,,,,0,,,,,,3221,,351,0,,,,,,,,0,47217,852,,,,,,0,47217,852,1
4/8/2020,NC,53,,7,,,,386,0,,,,0,,,,,,3426,,205,0,,,,,,,,0,48130,913,,,,,,0,48130,913,1
4/9/2020,NC,65,,12,,,,398,0,,,,0,,,,,,3651,,225,0,,,,,,,,0,50561,2431,,,,,,0,50561,2431,1
4/10/2020,NC,74,,9,,,,423,0,,,,0,,,,,,3908,,257,0,,,,,,,,0,55823,5262,,,,,,0,55823,5262,1
4/11/2020,NC,80,,6,,,,362,0,,,,0,,,,,,4312,,404,0,,,,,,,,0,66034,10211,,,,,,0,66034,10211,1
4/12/2020,NC,81,,1,,,,331,0,,,,0,,,,,,4520,,208,0,,,,,,,,0,68909,2875,,,,,,0,68909,2875,1
4/13/2020,NC,86,,5,,,,313,0,,,,0,,,,,,4816,,296,0,,,,,,,,0,76908,7999,,,,,,0,76908,7999,1
4/14/2020,NC,108,,22,,,,418,0,,,,0,,,,,,5024,,208,0,,,,,,,,0,78206,1298,,,,,,0,78206,1298,1
4/15/2020,NC,117,,9,,,,431,0,,,,0,,,,,,5123,,99,0,,,,,,,,0,80174,1968,,,,,,0,80174,1968,1
4/16/2020,NC,131,,14,,,,452,0,,,,0,,,,,,5465,,342,0,,,,,,,,0,83389,3215,,,,,,0,83389,3215,1
4/17/2020,NC,152,,21,,,,429,0,,,,0,,,,,,5859,,394,0,,,,,,,,0,86965,3576,,,,,,0,86965,3576,1
4/18/2020,NC,164,,12,,,,388,0,,,,0,,,,,,6140,,281,0,,,,,,,,0,89437,2472,,,,,,0,89437,2472,1
4/19/2020,NC,172,,8,,,,465,0,,,,0,,,,,,6493,,353,0,,,,,,,,0,93037,3600,,,,,,0,93037,3600,1
4/20/2020,NC,179,,7,,,,373,0,,,,0,,,,,,6764,,271,0,,,,,,,,0,95629,2592,,,,,,0,95629,2592,1
4/21/2020,NC,213,,34,,,,427,0,,,,0,,,,,,6951,,187,0,,,,,,,,0,96402,773,,,,,,0,96402,773,1
4/22/2020,NC,242,,29,,,,434,0,,,,0,,,,,,7220,,269,0,,,,,,,,0,100922,4520,,,,,,0,100922,4520,1
4/23/2020,NC,253,,11,,,,486,0,,,,0,,,,,,7608,,388,0,,,,,,,,0,108718,7796,,,,,,0,108718,7796,1
4/24/2020,NC,269,,16,,,,477,0,,,,0,,,,,,8052,,444,0,,,,,,,,0,115124,6406,,,,,,0,115124,6406,1
4/25/2020,NC,289,,20,,,,456,0,,,,0,,,,,,8623,,571,0,,,,,,,,0,119912,4788,,,,,,0,119912,4788,1
4/26/2020,NC,299,,10,,,,451,0,,,,0,,,,,,8830,,207,0,,,,,,,,0,125210,5298,,,,,,0,125210,5298,1
4/27/2020,NC,306,,7,,,,473,0,,,,0,,,,,,9142,,312,0,,,,,,,,0,128195,2985,,,,,,0,128195,2985,1
4/28/2020,NC,342,,36,,,,463,0,,,,0,,,,,,9568,,426,0,,,,,,,,0,130329,2134,,,,,,0,130329,2134,1
4/29/2020,NC,354,,12,,,,551,0,,,,0,,,,,,9948,9948,380,0,,,,,,,,0,134080,3751,,,,,,0,134080,3751,1
4/30/2020,NC,378,,24,,,,546,0,,,,0,,,,,,10509,10509,561,0,,,,,,,,0,139398,5318,,,,,,0,139398,5318,1
5/1/2020,NC,399,,21,,,,547,0,,,,0,,,,,,10923,10923,414,0,,,,,,,,0,145996,6598,,,,,,0,145996,6598,1
5/2/2020,NC,420,,21,,,,502,0,,,,0,,,,,,11509,11509,586,0,,,,,,,,0,151486,5490,,,,,,0,151486,5490,1
5/3/2020,NC,422,422,2,,,,475,0,,,,0,,,,,,11664,11664,155,0,,,,,,,,0,157447,5961,,,,,,0,157447,5961,1
5/4/2020,NC,430,430,8,,,,498,0,,,,0,,,,,,11848,11848,184,0,,,,,,,,0,162649,5202,,,,,,0,162649,5202,1
5/5/2020,NC,452,452,22,,,,534,0,,,,0,,,,,,12256,12256,408,0,,,,,,,,0,165350,2701,,,,,,0,165350,2701,1
5/6/2020,NC,477,477,25,,,,516,0,,,,0,,,,,,12758,12758,502,0,,,,,,,,0,171322,5972,,,,,,0,171322,5972,1
5/7/2020,NC,507,507,30,,,,525,0,,,,0,,,,,,13397,13397,639,0,,,,,,,,0,180652,9330,,,,,,0,180652,9330,1
5/8/2020,NC,527,527,20,,,,515,0,,,,0,,,,,,13868,13868,471,0,,,,,,,,0,187523,6871,,,,,,0,187523,6871,1
5/9/2020,NC,544,544,17,,,,513,0,,,,0,,,,,,14360,14360,492,0,,,,,,,,0,195440,7917,,,,,,0,195440,7917,2
5/10/2020,NC,547,547,3,,,,442,0,,,,0,,,,,,14764,14764,404,0,,,,,,,,0,202897,7457,,,,,,0,202897,7457,2
5/11/2020,NC,550,550,3,,,,464,0,,,,0,,,,,,15045,15045,281,0,,,,,,,,0,208215,5318,,,,,,0,208215,5318,2
5/12/2020,NC,577,577,27,,,,475,0,,,,0,,,,,,15346,15346,301,0,,,,,,,,0,210956,2741,,,,,,0,210956,2741,2
5/13/2020,NC,597,597,20,,,,521,0,,,,0,,,,,,15816,15816,470,0,,,,,,,,0,217642,6686,,,,,,0,217642,6686,2
5/14/2020,NC,615,615,18,,,,507,0,,,,0,,,,,,16507,16507,691,0,,,,,,,,0,225561,7919,,,,,,0,225561,7919,2
5/15/2020,NC,641,641,26,,,,492,0,,,,0,,,,,,17129,17129,622,0,,,,,,,,0,234878,9317,,,,,,0,234878,9317,2
5/16/2020,NC,652,652,11,,,,481,0,,,,0,,,,,,17982,17982,853,0,,,,,,,,0,248801,13923,,,,,,0,248801,13923,2
5/17/2020,NC,659,659,7,,,,493,0,,,,0,,,,,,18512,18512,530,0,,,,,,,,0,259509,10708,,,,,,0,259509,10708,2
5/18/2020,NC,661,661,2,,,,511,0,,,,0,,,,,,19023,19023,511,0,,,,,,,,0,269017,9508,,,,,,0,269017,9508,2
5/19/2020,NC,691,691,30,,,,585,0,,,,0,,,,,,19700,19700,677,0,,,,,,,,0,277414,8397,,,,,,0,277414,8397,2
5/20/2020,NC,702,702,11,,,,554,0,,,,0,,,,,,20122,20122,422,0,,,,,,,,0,286061,8647,,,,,,0,286061,8647,2
5/21/2020,NC,716,716,14,,,,578,0,,,,0,,,,,,20860,20860,738,0,,,,,,,,0,298374,12313,,,,,,0,298374,12313,2
5/22/2020,NC,728,728,12,,,,568,0,,,,0,,,,,,21618,21618,758,0,,,,,,,,0,308559,10185,,,,,,0,308559,10185,2
5/23/2020,NC,737,737,9,,,,589,0,,,,0,,,,,,22725,22725,1107,0,,,,,,,,0,320388,11829,,,,,,0,320388,11829,3
5/24/2020,NC,744,744,7,,,,587,0,,,,0,,,,,,23222,23222,497,0,,,,,,,,0,329434,9046,,,,,,0,329434,9046,3
5/25/2020,NC,754,754,10,,,,627,0,,,,0,,,,,,23964,23964,742,0,,,,,,,,0,336588,7154,,,,,,0,336588,7154,3
5/26/2020,NC,766,766,12,,,,621,0,,,,0,,,,,,24140,24140,176,0,,,,,,,,0,344336,7748,,,,,,0,344336,7748,3
5/27/2020,NC,794,794,28,,,,702,0,,,,0,,,,,,24628,24628,488,0,,,,,,,,0,347907,3571,,,,,,0,347907,3571,3
5/28/2020,NC,827,827,33,,,,708,0,,,,0,,,,,,25412,25412,784,0,,,,,,,,0,359480,11573,,,,,,0,359480,11573,3
5/29/2020,NC,859,859,32,,,,680,0,,,,0,,,,,,26488,26488,1076,0,,,,,,,,0,369596,10116,,,,,,0,369596,10116,3
5/30/2020,NC,877,877,18,,,,638,0,,,,0,,,,,,27673,27673,1185,0,,,,,,,,0,386302,16706,,,,,,0,386302,16706,3
5/31/2020,NC,886,886,9,,,,649,0,,,,0,,,,,,28589,28589,916,0,,,,,,,,0,398280,11978,,,,,,0,398280,11978,3
6/1/2020,NC,898,898,12,,,,650,0,,,,0,,,,,,29263,29263,674,0,,,,,,,,0,412211,13931,,,,,,0,412211,13931,3
6/2/2020,NC,921,921,23,,,,716,0,,,,0,,,,,,29889,29889,626,0,,,,,,,,0,416763,4552,,,,,,0,416763,4552,3
6/3/2020,NC,939,939,18,,,,684,0,,,,0,,,,,,30777,30777,888,0,,,,,,,,0,429076,12313,,,,,,0,429076,12313,3
6/4/2020,NC,960,960,21,,,,659,0,,,,0,,,,,,31966,31966,1189,0,,,,,,,,0,442042,12966,,,,,,0,442042,12966,3
6/5/2020,NC,966,966,6,,,,717,0,,,,0,,,,,,33255,33255,1289,0,,,,,,,,0,460788,18746,,,,,,0,460788,18746,3
6/6/2020,NC,992,992,26,,,,708,0,,,,0,,,,,,34625,34625,1370,0,,,,,,,,0,473709,12921,,,,,,0,473709,12921,3
6/7/2020,NC,996,996,4,,,,696,0,,,,0,,,,,,35546,35546,921,0,,,,,,,,0,489499,15790,,,,,,0,489499,15790,3
6/8/2020,NC,1006,1006,10,,,,739,0,,,,0,,,,,,36484,36484,938,0,,,,,,,,0,502428,12929,,,,,,0,502428,12929,3
6/9/2020,NC,1029,1029,23,,,,774,0,,,,0,,,,,,37160,37160,676,0,,,,,,,,0,511754,9326,,,,,,0,511754,9326,3
6/10/2020,NC,1053,1053,24,,,,780,0,,,,0,,,,,,38171,38171,1011,0,,,,,,,,0,527473,15719,,,,,,0,527473,15719,3
6/11/2020,NC,1064,1064,11,,,,812,0,,,,0,,,,,,39481,39481,1310,0,,,,,,,,0,542829,15356,,,,,,0,542829,15356,3
6/12/2020,NC,1092,1092,28,,,,760,0,,,,0,,,,,,41249,41249,1768,0,,,,,,,,0,562300,19471,,,,,,0,562300,19471,3
6/13/2020,NC,1104,1104,12,,,,823,0,,,,0,,,,,,42676,42676,1427,0,,,,,,,,0,584426,22126,,,,,,0,584426,22126,3
6/14/2020,NC,1109,1109,5,,,,798,0,,,,0,,,,,,44119,44119,1443,0,,,,,,,,0,600475,16049,,,,,,0,600475,16049,3
6/15/2020,NC,1118,1118,9,,,,797,0,,,,0,,,,,,45102,45102,983,0,,,,,,,,0,614016,13541,,,,,,0,614016,13541,3
6/16/2020,NC,1154,1154,36,,,,829,0,,,,0,,,,,,45853,45853,751,0,,,,,,,,0,626710,12694,,,,,,0,626710,12694,3
6/17/2020,NC,1168,1168,14,,,,846,0,,,,0,,,,,,46855,46855,1002,0,,,,,,,,0,640436,13726,,,,,,0,640436,13726,3
6/18/2020,NC,1175,1175,7,,,,857,0,,,,0,,,,,,48188,48188,1333,0,,,,,,,,0,657507,17071,,,,,,0,657507,17071,3
6/19/2020,NC,1197,1197,22,,,,871,0,,,,0,,,,,,49840,49840,1652,0,,,,,,,,0,678919,21412,,,,,,0,678919,21412,3
6/20/2020,NC,1212,1212,15,,,,883,0,,,,0,,,,,,51389,51389,1549,0,,,,,,,,0,703296,24377,,,,,,0,703296,24377,3
6/21/2020,NC,1220,1220,8,,,,845,0,,,,0,,,,,,52801,52801,1412,0,,,,,,,,0,718696,15400,,,,,,0,718696,15400,3
6/22/2020,NC,1223,1223,3,,,,870,0,,,,0,,,,,,53605,53605,804,0,,,,,,,,0,736825,18129,,,,,,0,736825,18129,3
6/23/2020,NC,1251,1251,28,,,,915,0,,,,0,,,,,,54453,54453,848,0,,,,,,,,0,748078,11253,,,,,,0,748078,11253,3
6/24/2020,NC,1266,1266,15,,,,906,0,,,,0,,,,,,56174,56174,1721,0,,,,,,,,0,763791,15713,,,,,,0,763791,15713,3
6/25/2020,NC,1284,1284,18,,,,891,0,,,,0,,,,,,57183,57183,1009,0,,,,,,,,0,782318,18527,,,,,,0,782318,18527,3
6/26/2020,NC,1303,1303,19,,,,892,0,,,,0,,,,,,58818,58818,1635,0,,,,,,,,0,803556,21238,,,,,,0,803556,21238,3
6/27/2020,NC,1312,1312,9,,,,888,0,,,,0,,,,,,60537,60537,1719,0,,,,,,,,0,822705,19149,,,,,,0,822705,19149,3
6/28/2020,NC,1322,1322,10,,,,890,0,,,,0,,,,,,62142,62142,1605,0,,,,,,,,0,843116,20411,,,,,,0,843116,20411,3
6/29/2020,NC,1325,1325,3,,,,843,0,,,,0,,,,,,63484,63484,1342,0,,,,,,,,0,860664,17548,,,,,,0,860664,17548,3
6/30/2020,NC,1343,1343,18,,,,908,0,,,,0,,,,,,64670,64670,1186,0,,,,,,,,0,877038,16374,,,,,,0,877038,16374,3
7/1/2020,NC,1373,1373,30,,,,901,0,,,,0,,,,,,66513,66513,1843,0,,,,,,,,0,895499,18461,,,,,,0,895499,18461,3
7/2/2020,NC,1391,1391,18,,,,912,0,,,,0,,,,,,68142,68142,1629,0,,,,,,,,0,917410,21911,,,,,,0,917410,21911,3
7/3/2020,NC,1392,1392,1,,,,951,0,,,,0,,,,,,70241,70241,2099,0,,,,,,,,0,938884,21474,,,,,,0,938884,21474,3
7/4/2020,NC,1395,1395,3,,,,945,0,,,,0,,,,,,71654,71654,1413,0,,,,,,,,0,959293,20409,,,,,,0,959293,20409,3
7/5/2020,NC,1396,1396,1,,,,949,0,,,,0,,,,,,72983,72983,1329,0,,,,,,,,0,976201,16908,,,,,,0,976201,16908,3
7/6/2020,NC,1398,1398,2,,,,982,0,,,,0,,,,,,74529,74529,1546,0,,,,,,,,0,995086,18885,,,,,,0,995086,18885,3
7/7/2020,NC,1420,1420,22,,,,989,0,,,,0,,,,,,75875,75875,1346,0,,,,,,,,0,1012215,17129,,,,,,0,1012215,17129,3
7/8/2020,NC,1441,1441,21,,,,994,0,,,,0,,,,,,77310,77310,1435,0,,,,,,,,0,1027036,14821,,,,,,0,1027036,14821,3
7/9/2020,NC,1461,1461,20,,,,1034,0,,,,0,,,,,,79349,79349,2039,0,,,,,,,,0,1045374,18338,,,,,,0,1045374,18338,3
7/10/2020,NC,1479,1479,18,,,,1046,0,,,,0,,,,,,81331,81331,1982,0,,,,,,,,0,1069034,23660,,,,,,0,1069034,23660,3
7/11/2020,NC,1499,1499,20,,,,1093,0,,,,0,,,,,,83793,83793,2462,0,,,,,,,,0,1091314,22280,,,,,,0,1091314,22280,3
7/12/2020,NC,1503,1503,4,,,,1070,0,,,,0,,,,,,85701,85701,1908,0,,,,,,,,0,1115797,24483,,,,,,0,1115797,24483,3
7/13/2020,NC,1510,1510,7,,,,1040,0,,,,0,,,,,,87528,87528,1827,0,,,,,,,,0,1142819,27022,,,,,,0,1142819,27022,3
7/14/2020,NC,1552,1552,42,,,,1109,0,,,,0,,,,,,89484,89484,1956,0,,,,,,,,0,1161693,18874,,,,,,0,1161693,18874,3
7/15/2020,NC,1568,1568,16,,,,1142,0,,,,0,,,,,,91266,91266,1782,0,,,,,,,,0,1184886,23193,,,,,,0,1184886,23193,3
7/16/2020,NC,1588,1588,20,,,,1134,0,,,,0,,,,,,93426,93426,2160,0,,,,,,,,0,1208018,23132,,,,,,0,1208018,23132,3
7/17/2020,NC,1606,1606,18,,,,1180,0,,,,0,,,,,,95477,95477,2051,0,,,,,,,,0,1230289,22271,,,,,,0,1230289,22271,3
7/18/2020,NC,1629,1629,23,,,,1154,0,,,,0,,,,,,97958,97958,2481,0,,,,,,,,0,1258509,28220,,,,,,0,1258509,28220,3
